match_id,sport_type,tournament_type,match_date,match_time,venue,home_team_id,away_team_id,home_score,away_score,home_sets,away_sets,winner_team_id,status,referee,spectators,weather
M00233,足球,联赛,2024-09-08,16:00,体育馆D,T013,T016,0,2,,,T016,未开始,裁判24,8093,多云
M00234,足球,锦标赛,2024-01-02,19:00,社区球场,T009,T015,1,2,,,T015,进行中,裁判4,11212,阴
M00235,足球,常规赛,2024-09-08,14:00,社区球场,T015,T010,5,5,,,T015,已结束,裁判16,1593,室内
M00236,足球,锦标赛,2024-09-03,19:00,大学球场,T014,T013,4,3,,,T014,进行中,裁判23,13906,晴
M00237,足球,季后赛,2024-10-21,18:00,体育馆A,T014,T013,0,2,,,T013,已结束,裁判11,8053,多云
M00238,足球,锦标赛,2024-01-28,14:00,体育馆C,T014,T010,2,2,,,T010,已结束,裁判17,10968,晴
M00239,足球,联赛,2024-11-17,20:00,体育馆B,T012,T015,1,0,,,T012,未开始,裁判11,14794,阴
M00240,足球,常规赛,2024-12-16,18:00,体育中心,T013,T011,5,5,,,T011,已结束,裁判27,2854,晴
M00241,排球,友谊赛,2024-05-24,16:00,体育馆B,T019,T021,2,3,2.0,3.0,T021,已结束,裁判7,3032,室内
M00242,排球,友谊赛,2024-04-06,14:00,体育馆A,T020,T023,0,3,0.0,3.0,T023,已结束,裁判30,784,小雨
M00243,排球,联赛,2024-12-19,18:00,社区球场,T022,T019,3,1,3.0,1.0,T022,已结束,裁判6,12130,阴
M00244,排球,季后赛,2024-03-01,19:00,体育馆B,T017,T022,3,1,3.0,1.0,T017,已结束,裁判5,3938,多云
M00245,排球,友谊赛,2024-12-19,20:00,体育馆D,T018,T020,0,3,0.0,3.0,T020,已结束,裁判7,2266,晴
M00246,排球,常规赛,2024-03-01,20:00,体育馆A,T017,T020,2,3,2.0,3.0,T020,已结束,裁判30,10359,多云
M00247,排球,锦标赛,2024-12-09,18:00,体育馆C,T020,T018,2,3,2.0,3.0,T018,已结束,裁判6,14510,室内
M00248,排球,常规赛,2024-10-18,18:00,体育馆B,T020,T021,3,0,3.0,0.0,T020,已结束,裁判10,3314,室内
M00249,排球,锦标赛,2024-02-20,19:00,体育中心,T017,T022,1,3,1.0,3.0,T022,已结束,裁判15,11535,晴
M00250,排球,联赛,2024-06-30,15:00,体育馆D,T019,T023,3,3,3.0,3.0,T019,已结束,裁判25,5649,晴
M00251,排球,锦标赛,2024-09-23,19:00,体育馆C,T024,T017,1,3,1.0,3.0,T017,未开始,裁判24,1165,晴
M00252,排球,友谊赛,2024-02-29,18:00,大学球场,T022,T020,3,2,3.0,2.0,T022,已结束,裁判22,14280,小雨
M00253,排球,季后赛,2024-07-27,20:00,体育馆A,T020,T021,2,3,2.0,3.0,T021,进行中,裁判22,6520,多云
M00254,排球,友谊赛,2024-09-08,18:00,大学球场,T017,T022,0,3,0.0,3.0,T022,已结束,裁判4,2848,小雨
M00255,排球,季后赛,2024-10-29,16:00,体育馆B,T023,T022,0,3,0.0,3.0,T022,未开始,裁判28,7123,晴
M00256,排球,联赛,2024-08-05,18:00,体育馆C,T020,T023,3,2,3.0,2.0,T020,进行中,裁判12,8295,室内
M00257,排球,常规赛,2024-09-18,14:00,体育馆C,T023,T020,3,1,3.0,1.0,T023,进行中,裁判16,4281,多云
M00258,排球,常规赛,2024-01-28,15:00,体育馆D,T017,T024,0,3,0.0,3.0,T024,未开始,裁判22,5856,多云
M00259,排球,联赛,2024-11-15,20:00,体育馆D,T021,T024,3,0,3.0,0.0,T021,进行中,裁判7,5309,小雨
M00260,排球,常规赛,2024-05-13,17:00,体育馆A,T024,T021,3,0,3.0,0.0,T024,进行中,裁判15,5653,小雨
M00261,排球,锦标赛,2024-01-19,19:00,体育馆B,T024,T020,3,1,3.0,1.0,T024,进行中,裁判14,2703,阴
M00262,排球,联赛,2024-02-26,20:00,体育馆B,T023,T020,3,3,3.0,3.0,T020,未开始,裁判2,6912,阴
M00263,排球,常规赛,2024-07-12,18:00,体育馆A,T024,T021,2,3,2.0,3.0,T021,已结束,裁判27,6503,阴
M00264,排球,常规赛,2024-11-16,17:00,体育馆C,T017,T023,2,3,2.0,3.0,T023,已结束,裁判14,6255,晴
M00265,排球,常规赛,2024-04-30,20:00,体育馆C,T020,T018,3,0,3.0,0.0,T020,已结束,裁判11,3281,晴
M00266,排球,常规赛,2024-08-23,19:00,体育馆D,T022,T017,3,3,3.0,3.0,T017,未开始,裁判1,5685,小雨
M00267,排球,常规赛,2024-10-20,19:00,大学球场,T023,T019,0,3,0.0,3.0,T019,已结束,裁判11,8638,室内
M00268,排球,季后赛,2024-11-10,17:00,大学球场,T022,T018,3,2,3.0,2.0,T022,已结束,裁判27,14431,室内
M00269,排球,友谊赛,2024-05-15,20:00,体育馆B,T020,T019,3,2,3.0,2.0,T020,未开始,裁判24,2006,室内
M00270,排球,联赛,2024-06-21,17:00,体育馆D,T018,T021,3,0,3.0,0.0,T018,已结束,裁判12,13535,晴
M00271,排球,季后赛,2024-06-02,17:00,体育馆D,T021,T024,3,2,3.0,2.0,T021,已结束,裁判20,8943,小雨
M00272,排球,季后赛,2024-11-17,19:00,社区球场,T019,T017,1,3,1.0,3.0,T017,进行中,裁判9,10951,室内
M00273,排球,季后赛,2024-11-16,15:00,体育馆B,T023,T021,0,3,0.0,3.0,T021,已结束,裁判28,7633,小雨
M00274,排球,锦标赛,2024-02-02,20:00,体育馆C,T022,T023,1,3,1.0,3.0,T023,已结束,裁判9,11753,室内
M00275,排球,季后赛,2024-05-02,20:00,社区球场,T020,T024,0,3,0.0,3.0,T024,已结束,裁判15,8452,室内
M00276,排球,季后赛,2024-11-27,14:00,体育馆C,T023,T020,0,3,0.0,3.0,T020,已结束,裁判22,9522,多云
M00277,排球,常规赛,2024-09-05,16:00,体育中心,T017,T022,3,0,3.0,0.0,T017,已结束,裁判28,1541,小雨
M00278,排球,季后赛,2024-12-02,15:00,体育馆A,T022,T024,0,3,0.0,3.0,T024,未开始,裁判24,8696,晴
M00279,排球,锦标赛,2024-02-16,16:00,社区球场,T021,T020,3,0,3.0,0.0,T021,未开始,裁判24,6888,多云
M00280,排球,锦标赛,2024-03-14,17:00,体育馆D,T023,T018,0,3,0.0,3.0,T018,已结束,裁判28,10158,晴
M00281,排球,友谊赛,2024-07-10,19:00,体育馆B,T024,T021,3,2,3.0,2.0,T024,已结束,裁判29,13349,多云
M00282,排球,联赛,2024-07-07,14:00,社区球场,T022,T020,3,0,3.0,0.0,T022,已结束,裁判23,13423,多云
M00283,排球,常规赛,2024-07-15,18:00,社区球场,T021,T024,3,2,3.0,2.0,T021,已结束,裁判28,7748,小雨
M00284,排球,季后赛,2024-05-10,16:00,体育馆B,T017,T020,3,0,3.0,0.0,T017,已结束,裁判30,7690,阴
M00285,排球,友谊赛,2024-01-18,17:00,大学球场,T023,T024,3,0,3.0,0.0,T023,进行中,裁判30,14281,阴
M00286,排球,锦标赛,2024-02-21,17:00,体育中心,T023,T024,3,2,3.0,2.0,T023,未开始,裁判24,5853,小雨
M00287,排球,季后赛,2024-01-27,14:00,体育馆D,T017,T023,1,3,1.0,3.0,T023,已结束,裁判21,5506,阴
M00288,排球,友谊赛,2024-03-21,20:00,体育馆C,T018,T017,3,1,3.0,1.0,T018,进行中,裁判16,14811,多云
M00289,排球,友谊赛,2024-12-17,16:00,体育馆B,T021,T018,2,3,2.0,3.0,T018,进行中,裁判29,6682,室内
M00290,排球,季后赛,2024-01-12,16:00,大学球场,T020,T017,3,0,3.0,0.0,T020,已结束,裁判2,7070,室内
M00291,排球,季后赛,2024-05-13,18:00,体育馆A,T023,T021,3,0,3.0,0.0,T023,已结束,裁判23,9115,小雨
M00292,排球,季后赛,2024-12-10,19:00,体育馆B,T024,T023,3,0,3.0,0.0,T024,已结束,裁判28,13826,阴
M00293,排球,友谊赛,2024-09-10,20:00,体育馆B,T021,T022,3,1,3.0,1.0,T021,未开始,裁判7,14001,阴
M00294,排球,常规赛,2024-04-02,16:00,体育馆C,T020,T024,3,1,3.0,1.0,T020,已结束,裁判20,7888,多云
M00295,排球,常规赛,2024-12-16,17:00,体育馆B,T022,T021,3,0,3.0,0.0,T022,已结束,裁判23,7013,多云
M00296,排球,常规赛,2024-08-04,14:00,体育馆C,T023,T022,2,3,2.0,3.0,T022,已结束,裁判16,6304,室内
M00297,排球,友谊赛,2024-05-09,19:00,体育馆C,T017,T024,3,2,3.0,2.0,T017,已结束,裁判29,9667,晴
M00298,排球,友谊赛,2024-03-27,15:00,体育馆A,T019,T024,3,2,3.0,2.0,T019,已结束,裁判23,9190,小雨
M00299,排球,友谊赛,2024-02-29,20:00,社区球场,T019,T024,3,0,3.0,0.0,T019,已结束,裁判24,6407,小雨
M00300,排球,季后赛,2024-11-09,16:00,大学球场,T021,T019,2,3,2.0,3.0,T019,进行中,裁判25,2978,室内
M00301,排球,常规赛,2024-04-06,17:00,体育馆C,T024,T017,1,3,1.0,3.0,T017,已结束,裁判23,8153,小雨
M00302,排球,联赛,2024-01-21,17:00,体育馆D,T018,T020,3,2,3.0,2.0,T018,进行中,裁判4,14358,多云
M00303,排球,季后赛,2024-02-17,19:00,体育中心,T018,T019,1,3,1.0,3.0,T019,已结束,裁判19,11364,室内
M00304,排球,常规赛,2024-01-03,15:00,社区球场,T020,T021,1,3,1.0,3.0,T021,进行中,裁判22,2045,阴
M00305,排球,锦标赛,2024-12-14,18:00,体育馆A,T017,T019,0,3,0.0,3.0,T019,已结束,裁判5,973,晴
M00306,排球,联赛,2024-12-28,19:00,体育馆A,T024,T023,3,3,3.0,3.0,T023,已结束,裁判2,11250,室内
M00307,排球,锦标赛,2024-10-18,16:00,社区球场,T024,T019,3,1,3.0,1.0,T024,已结束,裁判24,1658,室内
M00308,排球,友谊赛,2024-07-23,14:00,体育馆A,T023,T017,2,3,2.0,3.0,T017,已结束,裁判6,6865,小雨
M00309,排球,友谊赛,2024-11-30,19:00,社区球场,T021,T022,1,3,1.0,3.0,T022,已结束,裁判29,11722,室内
M00310,排球,友谊赛,2024-12-06,17:00,体育馆D,T019,T024,3,2,3.0,2.0,T019,进行中,裁判9,9725,室内
M00311,排球,友谊赛,2024-08-04,14:00,体育馆A,T023,T017,2,3,2.0,3.0,T017,未开始,裁判11,8094,多云
M00312,排球,常规赛,2024-09-26,20:00,体育馆D,T019,T020,0,3,0.0,3.0,T020,已结束,裁判5,2593,阴
M00313,排球,常规赛,2024-08-06,18:00,体育馆A,T020,T021,3,0,3.0,0.0,T020,未开始,裁判14,7266,晴
M00314,排球,常规赛,2024-10-18,20:00,体育中心,T024,T022,2,3,2.0,3.0,T022,已结束,裁判4,12632,小雨
M00315,排球,常规赛,2024-04-03,17:00,大学球场,T019,T023,3,0,3.0,0.0,T019,已结束,裁判11,10120,小雨
M00316,排球,常规赛,2024-05-15,19:00,体育中心,T024,T021,2,3,2.0,3.0,T021,已结束,裁判28,11533,晴
M00317,排球,常规赛,2024-01-10,14:00,体育馆B,T023,T021,0,3,0.0,3.0,T021,进行中,裁判15,11834,小雨
M00318,排球,锦标赛,2024-11-12,14:00,体育馆B,T024,T019,2,3,2.0,3.0,T019,已结束,裁判1,3626,晴
M00319,排球,季后赛,2024-04-06,19:00,体育馆B,T017,T022,0,3,0.0,3.0,T022,进行中,裁判27,10757,室内
M00320,排球,友谊赛,2024-06-03,17:00,体育馆A,T020,T017,3,1,3.0,1.0,T020,已结束,裁判6,2997,小雨
M00321,乒乓球,季后赛,2024-01-11,16:00,体育中心,T032,T028,3,1,,,T032,进行中,裁判2,5969,晴
M00322,乒乓球,联赛,2024-12-31,18:00,大学球场,T026,T030,4,3,,,T026,未开始,裁判10,1106,小雨
M00323,乒乓球,常规赛,2024-09-19,18:00,体育馆A,T031,T028,3,1,,,T031,进行中,裁判19,5674,室内
M00324,乒乓球,联赛,2024-11-27,19:00,体育馆C,T026,T027,3,4,,,T027,进行中,裁判23,7647,晴
M00325,乒乓球,友谊赛,2024-04-08,15:00,体育中心,T027,T032,3,2,,,T027,已结束,裁判19,11722,阴
M00326,乒乓球,锦标赛,2024-05-30,20:00,体育馆D,T032,T026,4,3,,,T032,已结束,裁判20,3894,阴
M00327,乒乓球,联赛,2024-09-04,17:00,体育馆A,T026,T030,1,2,,,T030,进行中,裁判16,5475,多云
M00328,乒乓球,锦标赛,2024-01-25,16:00,大学球场,T028,T029,0,2,,,T029,已结束,裁判6,14065,室内
M00329,乒乓球,常规赛,2024-02-02,18:00,体育馆B,T025,T031,2,3,,,T031,已结束,裁判18,4171,小雨
M00330,乒乓球,季后赛,2024-06-30,20:00,大学球场,T029,T027,0,2,,,T027,未开始,裁判20,11468,晴
M00331,乒乓球,联赛,2024-08-22,20:00,社区球场,T025,T028,1,0,,,T025,已结束,裁判27,9715,晴
M00332,乒乓球,锦标赛,2024-11-18,15:00,大学球场,T026,T032,0,1,,,T032,已结束,裁判23,7733,室内
M00333,乒乓球,锦标赛,2024-02-20,20:00,体育馆B,T032,T030,1,2,,,T030,已结束,裁判28,3807,小雨
M00334,乒乓球,锦标赛,2024-01-04,16:00,体育中心,T031,T032,1,3,,,T032,已结束,裁判3,4858,阴
M00335,乒乓球,联赛,2024-11-18,17:00,社区球场,T031,T027,2,1,,,T031,已结束,裁判5,13636,小雨
M00336,乒乓球,友谊赛,2024-08-22,15:00,社区球场,T031,T028,2,0,,,T031,已结束,裁判23,13709,室内
M00337,乒乓球,季后赛,2024-06-22,17:00,体育馆A,T026,T025,2,3,,,T025,进行中,裁判25,1107,多云
M00338,乒乓球,友谊赛,2024-12-31,19:00,大学球场,T025,T030,2,3,,,T030,未开始,裁判28,5486,阴
M00339,乒乓球,友谊赛,2024-05-23,19:00,体育馆B,T030,T025,1,3,,,T025,未开始,裁判20,13416,室内
M00340,乒乓球,锦标赛,2024-06-25,14:00,体育馆A,T032,T030,3,1,,,T032,未开始,裁判11,6889,多云
M00341,乒乓球,季后赛,2024-02-17,14:00,体育馆A,T029,T026,3,2,,,T029,未开始,裁判19,4738,多云
M00342,乒乓球,锦标赛,2024-08-04,19:00,体育中心,T029,T030,1,0,,,T029,已结束,裁判4,1282,晴
M00343,乒乓球,锦标赛,2024-10-20,15:00,社区球场,T032,T027,0,3,,,T027,未开始,裁判19,12208,室内
M00344,乒乓球,友谊赛,2024-06-02,18:00,大学球场,T028,T027,2,1,,,T028,已结束,裁判4,5871,室内
M00345,乒乓球,季后赛,2024-07-03,19:00,体育馆D,T028,T031,3,0,,,T028,进行中,裁判3,2011,晴
M00346,乒乓球,常规赛,2024-08-31,16:00,大学球场,T031,T026,1,3,,,T026,未开始,裁判13,10137,室内
M00347,乒乓球,友谊赛,2024-05-15,19:00,体育馆D,T031,T032,4,3,,,T031,已结束,裁判5,8786,多云
M00348,乒乓球,季后赛,2024-08-22,17:00,体育馆D,T032,T030,1,0,,,T032,已结束,裁判24,3069,室内
M00349,乒乓球,常规赛,2024-11-04,16:00,体育中心,T030,T025,3,0,,,T030,已结束,裁判2,9065,多云
M00350,乒乓球,常规赛,2024-06-05,20:00,体育馆B,T026,T027,2,3,,,T027,已结束,裁判26,10160,小雨
M00351,乒乓球,友谊赛,2024-05-25,14:00,体育馆A,T025,T027,2,1,,,T025,未开始,裁判12,1606,晴
M00352,乒乓球,锦标赛,2024-10-20,20:00,体育馆D,T031,T028,2,3,,,T028,进行中,裁判27,12297,室内
M00353,乒乓球,季后赛,2024-03-11,20:00,大学球场,T027,T031,4,3,,,T027,已结束,裁判3,13604,室内
M00354,乒乓球,联赛,2024-04-29,14:00,大学球场,T031,T028,3,2,,,T031,进行中,裁判24,5044,晴
M00355,乒乓球,联赛,2024-01-13,14:00,体育馆B,T027,T030,2,0,,,T027,未开始,裁判18,9951,晴
M00356,乒乓球,联赛,2024-08-31,15:00,体育馆A,T028,T031,1,0,,,T028,已结束,裁判26,3871,多云
M00357,乒乓球,联赛,2024-09-30,14:00,体育馆D,T032,T025,2,3,,,T025,已结束,裁判11,7660,多云
M00358,乒乓球,锦标赛,2024-09-27,14:00,体育馆A,T031,T025,2,3,,,T025,已结束,裁判18,3255,阴
M00359,乒乓球,锦标赛,2024-05-10,17:00,大学球场,T027,T026,0,1,,,T026,已结束,裁判2,10567,阴
M00360,乒乓球,友谊赛,2024-12-31,14:00,体育馆C,T027,T025,0,2,,,T025,已结束,裁判14,5811,阴
M00361,乒乓球,季后赛,2024-03-02,20:00,体育中心,T031,T032,0,1,,,T032,未开始,裁判8,8576,室内
M00362,乒乓球,友谊赛,2024-05-17,18:00,体育馆D,T031,T025,0,2,,,T025,已结束,裁判16,973,小雨
M00363,乒乓球,联赛,2024-05-17,19:00,社区球场,T028,T025,0,1,,,T025,已结束,裁判10,9810,小雨
M00364,乒乓球,季后赛,2024-11-21,20:00,体育馆B,T032,T025,1,2,,,T025,未开始,裁判14,9595,小雨
M00365,乒乓球,常规赛,2024-08-25,14:00,体育馆D,T025,T032,2,1,,,T025,已结束,裁判20,4610,小雨
M00366,乒乓球,常规赛,2024-11-19,15:00,大学球场,T030,T031,1,2,,,T031,未开始,裁判19,1645,阴
M00367,乒乓球,联赛,2024-12-23,16:00,体育馆D,T026,T028,0,1,,,T028,已结束,裁判20,8770,阴
M00368,乒乓球,季后赛,2024-05-13,19:00,体育馆C,T030,T032,3,2,,,T030,已结束,裁判7,8033,室内
M00369,乒乓球,联赛,2024-12-20,17:00,体育馆A,T030,T025,1,0,,,T030,已结束,裁判22,3343,小雨
M00370,乒乓球,友谊赛,2024-07-20,19:00,体育馆A,T032,T031,1,0,,,T032,已结束,裁判27,6666,室内
M00371,乒乓球,季后赛,2024-03-31,17:00,体育馆A,T030,T028,0,1,,,T028,已结束,裁判24,824,阴
M00372,乒乓球,季后赛,2024-02-16,17:00,体育馆C,T030,T026,2,1,,,T030,已结束,裁判9,8574,室内
M00373,乒乓球,锦标赛,2024-04-10,18:00,体育中心,T028,T025,3,0,,,T028,进行中,裁判6,9540,多云
M00374,乒乓球,季后赛,2024-10-28,16:00,体育中心,T027,T025,1,0,,,T027,已结束,裁判29,9070,阴
M00375,乒乓球,联赛,2024-12-13,17:00,体育馆A,T028,T031,0,2,,,T031,进行中,裁判21,11528,晴
M00376,乒乓球,联赛,2024-07-27,17:00,体育馆D,T030,T028,2,0,,,T030,已结束,裁判17,12935,晴
M00377,乒乓球,友谊赛,2024-05-22,15:00,体育馆C,T028,T025,3,4,,,T025,已结束,裁判29,9868,晴
M00378,乒乓球,季后赛,2024-08-04,15:00,体育馆C,T028,T030,0,1,,,T030,已结束,裁判3,10756,晴
M00379,乒乓球,锦标赛,2024-08-09,15:00,体育馆A,T025,T028,0,2,,,T028,进行中,裁判8,6083,晴
M00380,乒乓球,常规赛,2024-05-01,19:00,体育馆D,T030,T029,0,3,,,T029,未开始,裁判4,1901,晴
M00381,羽毛球,常规赛,2024-06-09,20:00,体育馆D,T033,T036,0,1,,,T036,已结束,裁判10,10506,小雨
M00382,羽毛球,友谊赛,2024-12-12,17:00,体育馆A,T034,T033,0,1,,,T033,未开始,裁判25,7235,多云
M00383,羽毛球,联赛,2024-07-15,14:00,体育馆C,T033,T036,4,3,,,T033,已结束,裁判15,8974,阴
M00384,羽毛球,季后赛,2024-02-22,18:00,体育馆B,T036,T033,1,0,,,T036,未开始,裁判9,6322,小雨
M00385,羽毛球,季后赛,2024-11-13,15:00,社区球场,T040,T038,3,1,,,T040,已结束,裁判2,2591,阴
M00386,羽毛球,联赛,2024-11-29,20:00,体育馆B,T039,T037,3,2,,,T039,已结束,裁判16,5557,室内
M00387,羽毛球,常规赛,2024-07-07,15:00,体育中心,T038,T035,0,1,,,T035,未开始,裁判28,1394,小雨
M00388,羽毛球,锦标赛,2024-04-12,15:00,大学球场,T038,T034,1,0,,,T038,进行中,裁判23,11835,小雨
M00389,羽毛球,季后赛,2024-10-23,14:00,体育馆D,T038,T039,2,3,,,T039,已结束,裁判16,4094,晴
M00390,羽毛球,季后赛,2024-04-27,17:00,大学球场,T036,T038,3,1,,,T036,已结束,裁判26,12625,小雨
M00391,羽毛球,常规赛,2024-04-04,14:00,体育馆C,T036,T040,0,2,,,T040,已结束,裁判18,2387,多云
M00392,羽毛球,常规赛,2024-04-09,15:00,体育馆B,T037,T036,2,0,,,T037,已结束,裁判6,4087,阴
M00393,羽毛球,季后赛,2024-10-10,20:00,体育馆C,T035,T040,1,2,,,T040,已结束,裁判1,14122,多云
M00394,羽毛球,锦标赛,2024-02-26,17:00,体育馆B,T039,T038,2,1,,,T039,已结束,裁判26,6600,多云
M00395,羽毛球,季后赛,2024-02-03,20:00,体育馆B,T039,T038,0,1,,,T038,已结束,裁判18,6696,阴
M00396,羽毛球,联赛,2024-08-07,18:00,体育馆B,T038,T037,1,0,,,T038,未开始,裁判10,13436,多云
M00397,羽毛球,联赛,2024-01-28,18:00,体育馆D,T038,T034,2,1,,,T038,已结束,裁判24,1833,小雨
M00398,羽毛球,友谊赛,2024-09-17,18:00,体育馆D,T034,T040,3,2,,,T034,已结束,裁判11,12173,阴
M00399,羽毛球,联赛,2024-09-10,17:00,大学球场,T040,T038,3,2,,,T040,未开始,裁判21,1099,多云
M00400,羽毛球,季后赛,2024-08-19,16:00,体育馆D,T036,T034,1,3,,,T034,进行中,裁判19,3075,阴
M00401,羽毛球,锦标赛,2024-02-13,17:00,体育中心,T037,T040,1,0,,,T037,已结束,裁判8,10067,晴
M00402,羽毛球,友谊赛,2024-11-14,17:00,体育馆D,T040,T037,2,3,,,T037,进行中,裁判12,13681,小雨
M00403,羽毛球,友谊赛,2024-07-14,15:00,体育馆C,T038,T035,0,1,,,T035,已结束,裁判12,1850,阴
M00404,羽毛球,常规赛,2024-05-21,14:00,体育馆C,T034,T039,1,0,,,T034,已结束,裁判18,3781,阴
M00405,羽毛球,锦标赛,2024-06-17,15:00,大学球场,T036,T038,3,2,,,T036,未开始,裁判5,14508,室内
M00406,羽毛球,友谊赛,2024-06-02,17:00,社区球场,T037,T033,3,2,,,T037,未开始,裁判25,11236,晴
M00407,羽毛球,季后赛,2024-09-19,15:00,大学球场,T040,T038,1,3,,,T038,已结束,裁判16,4329,室内
M00408,羽毛球,锦标赛,2024-08-24,20:00,体育馆B,T040,T038,2,0,,,T040,进行中,裁判25,11935,小雨
M00409,羽毛球,季后赛,2024-08-18,18:00,社区球场,T036,T040,0,2,,,T040,已结束,裁判10,12588,晴
M00410,羽毛球,友谊赛,2024-12-03,19:00,社区球场,T040,T039,2,3,,,T039,进行中,裁判25,13257,室内
M00411,羽毛球,季后赛,2024-10-27,16:00,体育中心,T037,T035,1,0,,,T037,未开始,裁判30,10458,室内
M00412,羽毛球,联赛,2024-04-14,17:00,体育馆B,T039,T036,3,0,,,T039,进行中,裁判4,5887,室内
M00413,羽毛球,常规赛,2024-06-04,19:00,体育中心,T040,T038,0,1,,,T038,已结束,裁判2,14040,室内
M00414,羽毛球,友谊赛,2024-04-05,16:00,体育馆B,T040,T033,1,0,,,T040,已结束,裁判10,11306,室内
M00415,羽毛球,季后赛,2024-01-30,16:00,社区球场,T034,T036,2,0,,,T034,进行中,裁判13,3072,晴
M00416,羽毛球,友谊赛,2024-08-02,20:00,体育馆B,T035,T037,3,0,,,T035,已结束,裁判28,3869,阴
M00417,羽毛球,联赛,2024-12-29,18:00,体育馆C,T039,T040,3,1,,,T039,未开始,裁判7,8732,小雨
M00418,羽毛球,常规赛,2024-01-04,20:00,体育馆D,T037,T034,1,3,,,T034,未开始,裁判26,4544,室内
M00419,羽毛球,常规赛,2024-09-08,16:00,大学球场,T038,T037,4,3,,,T038,进行中,裁判12,11973,阴
M00420,羽毛球,季后赛,2024-03-30,18:00,大学球场,T039,T037,3,1,,,T039,进行中,裁判15,6802,多云
M00421,羽毛球,季后赛,2024-12-23,16:00,大学球场,T034,T036,0,1,,,T036,未开始,裁判10,11422,晴
M00422,羽毛球,常规赛,2024-07-29,20:00,体育馆A,T036,T040,0,2,,,T040,未开始,裁判25,13271,阴
M00423,羽毛球,联赛,2024-03-25,14:00,体育馆D,T039,T036,2,1,,,T039,已结束,裁判3,10967,小雨
M00424,羽毛球,常规赛,2024-07-23,14:00,体育馆C,T039,T035,1,3,,,T035,已结束,裁判23,2736,阴
M00425,羽毛球,季后赛,2024-08-24,19:00,体育馆D,T040,T036,1,0,,,T040,已结束,裁判16,13941,阴
M00426,羽毛球,锦标赛,2024-01-10,14:00,体育中心,T035,T034,0,1,,,T034,进行中,裁判6,1771,晴
M00427,羽毛球,季后赛,2024-08-13,19:00,体育馆A,T037,T034,2,1,,,T037,未开始,裁判7,7742,晴
M00428,羽毛球,常规赛,2024-12-19,18:00,体育馆A,T034,T036,2,3,,,T036,已结束,裁判25,6683,多云
M00429,羽毛球,常规赛,2024-05-02,17:00,体育馆A,T036,T035,1,0,,,T036,已结束,裁判11,13943,多云
M00430,羽毛球,联赛,2024-02-19,14:00,社区球场,T034,T040,1,2,,,T040,已结束,裁判11,9708,多云
M00431,羽毛球,季后赛,2024-07-21,15:00,体育馆A,T036,T037,3,0,,,T036,已结束,裁判11,3344,晴
M00432,羽毛球,季后赛,2024-06-10,17:00,体育馆B,T039,T038,0,3,,,T038,已结束,裁判22,13854,阴
M00433,羽毛球,锦标赛,2024-02-04,20:00,体育中心,T038,T033,1,3,,,T033,进行中,裁判4,12174,室内
M00434,羽毛球,季后赛,2024-02-18,16:00,体育馆B,T035,T040,2,3,,,T040,已结束,裁判28,11417,小雨
M00435,羽毛球,季后赛,2024-01-10,18:00,体育中心,T034,T035,4,3,,,T034,已结束,裁判8,847,室内
M00436,羽毛球,联赛,2024-05-01,14:00,体育馆A,T034,T035,3,1,,,T034,已结束,裁判12,8671,阴
M00437,羽毛球,季后赛,2024-07-11,19:00,体育中心,T036,T034,1,0,,,T036,进行中,裁判24,14874,阴
M00438,羽毛球,锦标赛,2024-06-11,20:00,体育馆A,T035,T040,0,3,,,T040,已结束,裁判28,12507,阴
M00439,羽毛球,季后赛,2024-04-15,18:00,社区球场,T038,T034,0,1,,,T034,进行中,裁判17,5769,多云
M00440,羽毛球,常规赛,2024-01-04,15:00,体育馆A,T040,T038,0,3,,,T038,已结束,裁判7,2557,晴
